age,weight,height,waist_circum,head_circum
9.695,39.4,150.8,65.2,52.2
9.358,34.4,137.8,65.8,53
9.61,22.8,124.5,53.4,48.8
9.578,32,138.1,60.5,49.8
9.665,32,136.2,60.2,49.7
9.745,40,141.7,67.2,52
10.756,23,133.5,51.3,48.6
9.904,29.1,142.1,51.7,51.2
8.778,29.2,129.9,66.9,51.3
8.854,24.1,126.2,54.3,48.9
8.641,23.2,127,52.5,50.8
7.397,18.1,109.2,50.7,50.5
7.956,38.7,140.5,68.3,52.4
7.704,28.9,128.5,56.3,52.1
8.457,22.9,120.1,53.4,48.5
9.369,36.2,139.6,64.6,54.3
10.271,33.7,144.1,54.8,51.7
8.824,29.2,136.1,58.7,51.7
9.76,30.2,134.7,54,51.3
9.761,27.1,136.7,53,51.3
9.465,31.8,133.5,63.6,53.8
10.071,36.5,143.6,57.5,53.5
10.734,51.4,146.4,83.3,52.9
9.728,35,139,61.6,52.2
9.797,35.5,137.9,59.2,54.8
2.597,12.2,86.7,44.4,46.5
5.695,22.5,124.1,51.9,52.9
6.013,19.1,110.9,51.5,49.8
4.6,16.6,108.6,46.1,50.8
3.767,13.2,93.2,47.1,50.3
2.495,14.1,93.8,43.3,52.2
2.857,14.8,94.8,44.4,49
3.364,14.8,98.7,47.8,50.1
4.734,16.4,105.9,48.3,49.4
2.243,11.9,87.5,46.2,46.6
4.197,14.5,100,46.9,47.8
4.079,19.4,109.8,53.9,51.3
4.079,15.5,97.8,46.8,49.7
2.424,14,92.3,45.3,50
2.983,14,91.7,44.9,51
2.054,12.4,84.2,46.9,47.3
3.487,14.2,91.8,50.8,50.3
3.824,15.5,102,45.9,49.6
4.287,17,106,49.3,50.4
3.671,14,93.6,46.5,49.7
4.895,19.4,109.5,49.7,49.5
3.621,14.3,98.4,47.2,51
3.986,17.8,101.5,50.1,50.1
2.32,14.3,89.5,49.3,48.4
2.465,13.8,87.6,48.6,49.4
2.386,15.6,91,51.7,50.4
3.638,18.5,103.7,52.1,52.2
3.504,13.6,94.7,47.2,46.4
3.008,16.2,99.7,50.6,50.1
4.227,14.9,98.8,46.8,48.8
3.397,16.1,97.2,48.2,51.4
3.586,14.4,98.2,47.2,49
3.29,18.7,100.3,50.6,51.5
2.032,14.2,87.9,51,49.7
2.547,14.8,97.4,50.6,51
2.241,10.5,83.8,44.1,47.2
3.468,15,97.2,47.1,50.3
2.383,13.1,92.1,44.8,48.7
13.367,49.1,153.3,69.5,53.9
13.386,46.1,158.4,65.7,53.9
13.942,71,159.8,93.7,57.4
14.457,39.2,153.2,61,53.6
13.295,56,166.7,70.6,53.4
13.75,42.3,157.7,63,55.1
13.304,71.8,153.1,83.1,57.5
14.268,68,159.7,87.6,52.9
13.391,40.8,153.8,61.4,56.1
12.578,30.8,140.4,62.2,49.7
12.498,48,150.6,69.2,54.7
15.424,52.4,159.1,70.8,56.4
13.301,51.2,166,64.5,54.6
13.997,58.1,168.8,71.7,54.4
14.745,40.6,158.7,59.7,53.6
13.504,53,163.9,67.4,56
13.082,38.9,154.3,61.9,52.8
13.183,54,165.9,69.5,55.9
13.509,46.1,146.6,62.2,54.2
12.621,43.4,153.2,66.5,52.7
13.463,40,146,58.9,54.9
13.265,31.3,142.8,55.5,56.5
13.857,70,170.7,74.1,56.9
13.789,42.6,154.6,64.3,52.3
13.531,45.4,162.9,65.1,53.8
13.856,49.5,150.6,73.4,52.7
14.254,69,168.1,87.6,59.8
14.75,53,166.9,69.7,55.3
14.372,63.3,173.4,69.1,60.7
14.268,60.4,167.3,71.2,56.6
13.602,38.1,146.6,64.5,53.7
13.728,52.8,162.7,71.7,55.1
13.575,45.4,157.5,63,52.2
4.838,18.9,108.9,49.8,51.1
3.983,15.8,104,46.8,47.8
3.868,15.6,106,45.3,51.1
5.315,17.3,103.1,53.5,46.6
4.747,17.8,106.5,50.3,50.6
4.079,14.6,105,45,47.6
2.175,12,85.8,47.5,49.4
3.769,13.7,96.3,46.5,48.5
3.55,14.7,98.3,48.9,50.8
3.361,12.9,93.8,44.6,47.9
6.224,18,110.1,50.9,50.4
5.726,14.8,106.1,45.6,48.9
3.257,15.9,98.7,48.8,48.9
2.482,10.7,83.3,42.8,45.8
2.367,10.8,88.8,42.1,48.8
2.539,19.4,102.9,50.9,51.9
2.849,14.9,94.1,48.6,49.5
2.863,15.5,95.8,49.3,46.7
4.246,16.2,103,49.2,50.4
2.841,13.2,91.8,48.7,50.8
2.857,15,94.3,50.9,49.5
2.786,13.5,89.3,48.8,48.8
5.983,19.1,117.4,45.1,51.9
5.452,15.5,103.3,50.7,50.1
18.126,71.4,175.6,78.9,55.8
18.213,80.5,185.3,83.2,58.4
18.038,67.3,173.2,77.2,57.6
17.956,67,171.2,75.8,57.2
15.742,53.7,165.5,70.9,54.3
16.515,73.8,173,80.8,58.5
17.334,74.7,174.6,81.7,56.2
14.673,71.5,165.5,83.4,55.9
17.616,72.4,182.2,84.3,57.7
17.147,46.8,167.2,63.5,51.2
17.975,43.9,157.1,62.5,53
17.035,64.2,180,70.8,56
14.534,44.9,158,66.5,55.9
15.183,61.8,169.5,72,55.8
15.989,46.2,151.7,64,51.5
15.967,72,174.7,82.7,56.6
14.816,57.1,173.4,68.4,56.2
14.309,58.7,171.6,70.3,57.3
16.186,63.1,165.3,81.2,54.6
14.736,45.7,162.4,63.4,51.7
15.994,66.2,177.6,73.7,56.3
14.32,48.8,160.6,65.9,52.8
15.145,50.6,163.2,68.2,54.9
15.073,67.4,170.1,75,57.4
18.265,70.1,171.2,72.6,54.4
16.383,55.5,165.4,71.6,53.7
15.238,52.5,159.7,68.2,54.5
14.482,50.1,164.5,65,53.6
16.487,50.7,163.5,62.4,52.3
16.515,50.6,163.3,66.7,54.4
15.323,64.7,176.6,72.4,56.5
15.408,66.8,158.3,85.7,56.7
15.194,55.3,157.6,67.9,52.4
15.558,54.4,161.1,70.4,52
17.778,50.4,169.4,68.5,51.3
18.147,49.7,153.8,71.2,52.6
16.753,50.6,152.6,66.7,52.1
16.597,44.8,156.8,66.9,51.1
16.712,55,162.5,68.4,55
16.46,43.7,157.4,63,53.4
18.073,52.8,156.7,70.7,54.6
17.457,62.9,167.7,79.8,53.5
16.32,50.1,157.9,68,52.9
15.419,49.4,154.1,64.1,53.6
15.104,51.3,162.4,72.7,53.1
17.701,55.2,163.4,62.9,53.4
17.473,53.3,166.3,63.1,54.5
14.756,44.3,150.6,65.5,53.2
13.663,48.4,161.3,61.8,54.8
14.454,41.9,153.1,61,53.8
13.542,41.7,150.3,60.9,51.9
13.975,48.8,156.5,64.9,55.9
14.197,54.8,175.7,64.5,54.4
13.26,43.7,144,63,54.4
12.468,43.8,146.4,64.4,54.9
13.75,50.9,157.8,69.1,54.3
14.778,45.1,159.1,61.8,54.8
14.194,52,160.5,65.6,54.9
12.78,44.4,162.7,66.1,53.9
12.435,47.1,151.2,69.5,55
13.391,38.5,154.7,64.8,52.5
12.361,41,155.6,61.1,53
12.306,44.7,146.9,70.3,54.1
14,36.9,153.6,57.9,55.6
13.361,40.2,149.7,60.8,54.8
12.501,53.5,159.8,62.6,54.8
13.534,39.1,151.2,63.9,50.4
12.336,32.7,141.5,57.6,52.5
13.134,26.5,134.1,53,48.1
12.641,41,157.2,64.2,52.9
7.087,28.1,133.3,56.1,52.2
6.789,20.9,118.2,53.3,53
7.279,26.1,129.4,55.2,50.3
6.512,16.8,112.2,45.3,48.7
6.558,19.9,113.8,48.9,52.5
6.813,21.2,122.5,50.4,48.6
8.063,27.5,133.7,55.9,51.8
7.712,24,126.4,51.1,51.1
6.452,21.1,114.7,55.3,53
6.323,20.6,115,51.5,50.8
7.339,24.3,125.4,56.7,51.6
8.317,24.3,124,53.2,49.7
7.452,31.2,132.2,64.3,51.1
7.934,36.9,134.9,71.6,53.6
11.624,39.1,147.6,64.6,52.5
11.873,29.3,141.7,57,51
11.134,37.5,138.3,70.7,52.8
9.315,29.5,127.5,61.2,53.5
8.8,30.2,133,59.3,53.8
8.506,28.2,130,60.3,53.2
8.534,40.5,136.4,73.8,53.3
8.876,29.5,132.7,60.4,51.7
8.854,21.3,130.6,50.8,52
8.879,27.1,127.5,54.4,50.5
8.72,23,126.6,50.3,48.5
9.506,33.1,143.5,65.3,53.3
10.873,53.3,152,68.2,53.7
9.86,26.1,127.4,56.6,52.9
10.309,26,133.2,53.7,53.8
9.747,32.7,134.1,59.8,52.3
6.334,20,119.5,51,51
6.632,28.1,129.2,55.8,52.4
15.372,76.3,176.5,90.3,56.4
16.268,67.7,169.3,86.6,57.3
14.591,59.9,170.9,76,59.6
16.945,76.7,163.1,85.3,56.3
14.43,67.1,173.1,76.6,57.8
15.287,56.7,161,66.4,55
15.043,56,164.6,78.7,54.9
15.545,52.9,159.5,67.6,55.4
8.827,30.7,129,66.3,54.2
8.013,27,131.8,52,51.8
7.734,29,127.3,58.7,54.2
11.241,56.4,145.3,86.8,55.9
10.906,32.9,142.4,56.3,55.1
10.805,31.5,138.9,59.5,53.6
7.336,25.4,129.4,55.7,52.1
9.263,27.6,126.5,58,48.9
6.523,19.8,115.2,50.6,51.1
6.671,22.1,117,51.2,54.2
6.608,22.9,120.5,54,48.8
17.367,58,170.5,76.9,55.3
15.21,61.3,160.4,79,53.3
15.126,91,164.3,100.3,54.1
17.265,51.2,156.5,69.5,51.6
14.912,48.2,161.5,63.9,59
15.115,63.2,167.6,72.5,52.8
14.89,52.5,159,69.4,54.5
15.276,65.3,177.4,70.9,55.7
14.383,43.3,157.9,62,51.4
16.167,68.6,169.5,77.3,55.3
14.542,39.1,146.4,63.2,52.4
14.454,52.7,162.8,67.1,53.5
15.079,60.3,179.3,66.2,52.7
15.358,67.9,169.9,80.4,55.7
16.465,92.9,173.2,94.2,59.7
14.969,47.4,164,65.8,54.6
14.619,52.6,165.5,66.5,55
15.172,51.5,165.1,64.9,55.3
15.038,85.4,169.6,94.6,54.4
17.224,57.4,165.7,75.1,54
14.367,49.5,159.2,65.7,57
14.591,51,157.9,70.5,54.3
17.926,80.6,185.1,79.5,57.2
16.156,51.8,164.6,65.9,53.5
18.276,91.3,177.7,93.1,58
11.964,40.6,148.2,65,51.7
11.068,29.4,137.8,57.2,55.2
16.221,86.1,172.8,89.5,59.8
18.602,70.1,178.9,76.1,57.9
18.424,81.3,168.7,96.2,54.9
18.219,84.5,178.6,87.1,58.7
16.865,62,171.8,71.4,56.8
17.558,60,169.8,71.1,53.7
17.501,68,179.9,74.1,59.1
16.227,65.2,180.2,72.8,55.2
17.309,72.9,177.5,75.4,57.7
16.441,81,182,81.4,58.5
16.219,67.6,173.8,74.3,56.6
19.194,55.7,171.1,68,54.2
18.189,67.1,170.1,71.9,54.7
18.208,76,181.8,77.1,60.8
17.397,92.5,186.8,96.5,57.7
16.654,58.8,163.7,68.9,58
16.556,66.7,170.4,71.8,57.5
16.605,66.2,165,74.9,58.1
17.926,69.9,174.8,79.3,60.5
16.915,74.7,177,75.5,56.6
16.778,85.7,179.1,82.8,61.2
18.295,72.5,180.7,73.9,58.1
16.761,64.2,176.8,75.3,57.8
17.972,71.2,175.1,77.4,57.9
18.273,58.8,174.8,69.3,55
17.397,59.7,170.5,69.2,59.6
18.778,90.7,179.4,94.4,58
18.879,79.6,178.5,91.5,56
17.882,98.2,181.4,91.1,61.3
16.632,68.1,175,74.1,56.8
9.399,32.6,132.7,62.2,53.6
11.246,33.5,139,61.7,52.3
11.172,27.7,134.5,52.4,52.5
7.336,27,131.5,55.4,54.4
8.852,30.7,133.6,57.7,51.2
11.873,36,146.8,60.5,55.7
10.86,30.2,136.9,56.4,51.6
12.287,35,141.2,58.9,52.6
9.441,36.1,140.8,62.6,56.4
8.427,29.5,135.8,55.6,53.7
18.098,73.4,182,81.9,55.1
9.43,31,140.8,71.6,54.7
9.241,32,138.4,60.6,48.4
9.671,31,139.4,56.7,55.2
9.408,48.3,136.8,85.7,53.2
8.961,27.3,136.3,54.9,54.6
10.221,32.9,139.1,57,52
17.098,63.8,172.5,76.4,56
15.863,60.1,176,66.8,54.1
15.709,56.7,176.4,73.1,56.8
17.413,66.6,166.7,81,57.6
17.287,74.6,179.7,79.1,54.7
15.673,54.4,162.1,71.5,57.9
15.923,94.8,188.3,96.5,58.3
18.254,68,174.4,77.9,56.8
16.939,56,168.5,69.2,55.7
14.723,50.8,163.5,68.7,54.6
16.106,66.1,180.1,73.3,57
18.049,61.2,176.9,70,56.3
17.671,75.3,173.9,81,57.1
16.652,67.4,174.4,75.2,55.3
16.397,69.9,175.9,73.1,56.7
14.706,46,163.1,66.3,54.6
14.813,42.7,162.2,63.1,55.2
15.926,51.1,160.6,69.4,52.5
15.227,52.9,156.2,74.4,52.4
17.476,50.3,165.9,66.2,55.7
14.906,58.7,167.8,72.9,54.8
17.399,60.2,165.7,71.1,54.4
15.55,41.4,150.3,69,50.7
16.268,54.6,163.4,75.6,54.4
14.964,57.7,165.6,73.8,55.8
17.476,36.4,149.1,64.7,50.6
15.69,52,159.4,66.1,51.6
14.876,59.1,150.4,83,56.8
16.038,50.6,159.2,65.7,53
15.358,47.7,152.7,69.2,52.8
14.778,49.2,168,64.6,52.4
15.06,54.3,159.9,72.3,53.9
15.671,42.1,153.8,68.4,52.6
17.117,60,172.5,76.4,57
16.52,57,160.5,77.5,51.6
16.052,56.5,169.7,74.5,54.4
15.367,54.7,157.7,82.5,53.3
15.032,39.9,160.4,66,51.4
15.049,64.5,171.3,76.8,53.2
15.073,45.9,171.7,62.8,53.1
15.345,53.7,163.8,73.7,53.8
15.66,49.8,159.1,66.6,53.1
16.802,50.4,155,70.5,53.1
16.035,48,161.2,70.8,52.3
16.268,53.7,165.1,67.8,54.4
16.328,67.8,165.3,86.1,53.8
14.416,54.8,160.7,68.5,54.6
13.772,54,159.6,67.5,54.9
13.123,38.9,153.5,60.5,54.6
11.994,37.7,149.7,61.2,54
12.284,41.6,152.6,67.6,54.8
13.032,40.5,150.9,61.9,52.7
13.123,38.1,145.6,67.5,52.6
13.189,40.1,147.4,62.3,54.7
12.26,37.2,151.6,61.8,54.1
13.243,37.5,144.4,62.3,51.2
14.095,68.4,175.5,77.5,58.5
12.216,35.4,142.3,61.5,53.9
13.095,49,163.6,71.1,56.1
14.164,40.5,151.6,64.6,53.2
12.632,40.5,154.5,65.5,53.5
14.479,35.5,145.6,60.8,53.3
12.504,35.5,147,58.8,53.4
12.399,35.9,146.3,61.1,53
14.665,51.8,167.4,68.1,54.2
13.682,62.3,170.8,72.9,54
12.276,30.9,142.1,58.1,52.6
11.81,33.4,148.7,58.8,54.1
12.756,46,155.3,67.3,55.1
13.498,74.4,178.9,81.2,56.9
10.293,34.1,140,57.5,49.8
12.109,28,138.5,51.1,52.3
11.632,33.2,141.8,61,48.5
10.726,34.1,136,58.9,52.9
9.863,24,131.4,50.1,52.5
9.378,37.2,146,66.8,52.7
11.791,30.3,139.5,58.5,50.4
10.208,30.8,144.5,59.8,52.6
10.747,49.3,148.2,79.6,51.8
9.854,34.8,142.8,63,49.9
10.43,35.7,141,66.8,56.5
11.101,60.2,141.7,92.3,54.5
18.189,77.3,167.6,94.3,55.2
19.246,52.6,167.5,60.1,53.6
18.408,42.4,164.2,67.7,54.1
17.556,51.7,159.6,70.1,54
6.756,24.8,127.9,54,49.7
7.199,15.4,108.5,46.8,48.7
16.276,68.2,173.9,73.4,56.3
10.819,34.5,146.9,56.8,53.1
12.81,37.1,151.2,62.2,53.6
7.621,23.4,121.5,53,51.7
7.117,24,119.5,50.7,51
15.778,46.6,157.2,61.1,54.3
17.49,57.8,162.3,82.1,54.5
16.169,58,159.9,76.1,54.9
17.608,52,161.7,71.8,53.3
16.572,49.2,157.5,67.3,54.4
16.268,46.3,153.5,67.9,51.7
8.624,41.8,135.9,77.7,52.7
8.583,37.8,138.3,65.6,52.8
9.558,35.7,132,70.3,53.5
10.706,28.5,133.3,60.2,51.1
15.802,58.8,163.8,73.6,54.2
15.852,53.5,168.1,71.1,52.4
14.558,51.7,164.4,68.9,52.9
12.55,55.3,160.8,74.2,55.2
14.945,49,154.2,68.4,50.5
12.498,32,144.9,57.8,52.1
13.468,66.1,161.1,82.9,56.2
14.326,53,156.4,73.4,56.2
12.745,31.8,141.3,56.7,52
11.539,28.7,138.2,55.1,51.3
12.397,34.2,140.1,59.1,53.5
16.331,39.5,150,65,52.4
13.065,46.9,163.4,68.9,55.2
12.473,27.3,133.3,52.4,51.1
14.115,55.1,159.5,72.2,53.5
12.953,69.7,159.5,86.8,53.6
13.473,45.5,153.3,62.7,52.1
14.249,63.1,159.3,81.6,52.7
6.104,19.6,113.6,49.5,48.8
6.306,18.6,114,50,51.5
6.608,21.5,120.6,50.8,50.7
6.339,25.2,122.1,55.6,50.5
5.978,21.6,116.8,52.5,49.9
8.484,23.5,123.4,52.9,49.6
7.89,22.6,125.5,52.5,51.9
8.238,26.7,122,58,51.5
8.205,29.5,129.5,61.2,53.1
9.438,30.2,132.1,60.8,53.1
7.389,20.9,117.6,51.7,49.1
7.147,23.3,118.5,55.2,49.9
8.934,22.9,126.7,55.5,49.9
8.964,22.2,117.8,50.2,50
13.238,42.8,155.4,62.7,53.2
14.61,54,162.5,67.2,56
13.183,43.9,160.4,63,52.1
13.161,42.7,151.6,65.9,54.6
12.583,57.1,169.3,70.7,53.9
14.515,71.5,169.5,81.8,57.9
13.504,51.7,169.1,67.3,54
16.035,58.4,174.6,70.2,56.6
12.939,35.3,143.6,64.5,57.1
11.572,44.7,144.4,67.5,54.2
11.69,36.6,145.5,61.5,53.9
12.61,47,143.2,77.2,54.1
13.372,52.1,158.5,72.7,55.2
14.126,60.1,156.4,86.3,55.4
13.487,47.6,154.5,65.6,55.4
12.986,55.8,159.1,75.8,53.8
13.282,34.6,144.7,60,55.4
14,42.1,153.3,65.1,53.8
14.778,38,148.5,60.3,53.6
14.312,51.9,169.1,69.3,55.5
13.747,42.4,151.8,66.5,53.1
13.679,60,167.1,80.7,55.7
13.057,56.7,159.1,72.5,55.9
13.353,40.5,163.5,61.1,55.6
15.312,55.2,168,69.6,54.6
14.808,48.3,159.8,64.4,52.3
13.786,48.7,155.4,68.9,52.2
13.712,39.8,145.9,65.2,53
14.134,43,160.1,64.8,54.7
15.315,66.6,167.5,74.8,54.3
14.928,59.5,178.6,72.2,58.1
15.421,55.8,158.9,72.5,53.9
15.347,44.8,159.8,66.4,54.2
13.6,48.9,159.7,69.3,52.8
13.654,41.5,157.3,64,53
12.676,41.4,157.8,61.7,54.7
12.865,50,160.2,65.8,53.3
14.868,55.5,157.9,73.5,54.7
13.084,39.3,150.8,64.9,55.5
14.432,44.7,153.7,66.8,51.6
14.216,58.5,157.9,74.7,55.8
14.142,59.6,165.5,71.6,53.1
13.115,67,160.2,78.4,57.7
14.824,54.3,168.2,68.4,54.4
13.805,39.2,151,61.8,53.2
14.227,56.4,158.1,74.6,54.6
14.706,48.2,169.6,66,53.5
14.75,51.9,169.1,68,56.1
14.86,43.1,151.5,64.3,53.4
13.106,50.3,157.6,68,53.1
13.413,44.9,160.8,65.6,53.8
13.23,53,160.4,73.3,53.3
12.66,37.4,145.6,57.6,52.5
13,37.8,153,63.2,52.1
12.895,47.2,161.7,66.2,54
14.402,45.6,155.4,67.7,53.4
12.989,38.2,140.6,64.8,51.8
15.287,47,166.2,64.6,53.2
15.205,69.4,156.6,84.6,52.6
15.328,63.5,167.3,81.4,55.6
16.906,50.5,169.5,68.2,54.1
14.635,61,162.9,71,54.7
15.071,54.3,168,70.2,56.9
13.019,38.5,150.2,62,54.5
14.109,63.8,168.6,71.5,58.2
14.002,43.1,156.9,59.9,55.1
14.29,54.2,165.3,69.5,54.3
13.75,50.6,151.5,77.3,53.8
14.002,69.2,173.2,79.2,57.9
13.509,48.1,155.8,66.9,55.2
15.487,47.8,149.3,66.4,55.1
14.186,58.4,171.1,66.5,57.7
14.345,57.9,175.6,69.1,54.9
13.736,37.7,154.4,60.3,55
15.301,43.1,154.9,57.8,53.9
14.863,51,168.9,65.3,53.9
13.364,49,164.7,72.1,51.9
10.063,27.4,126.5,55.7,53
9.956,32.2,137,59.3,54.1
10.052,28.5,129.9,53.4,50.9
10.904,54.8,156.3,70.2,56.8
9.994,32.2,132.7,61.2,53.1
10.643,40.7,148.8,57.5,54.7
9.991,39.5,142,72.6,54.6
10.021,42,139.9,77.4,55.3
7.764,22.8,125.5,51.5,50.3
5.731,24.6,111.5,56,52.7
6.101,15.1,104.7,46,50.7
6.567,21.8,117,55.5,48.2
9.619,46.9,150.4,74.6,56
11.457,36.8,148,60.6,52.9
10.813,40.9,145.3,69,53.7
11.09,39.1,141.5,68.2,52.1
12.295,32.3,143.7,60.6,52.2
8.386,26.6,122.3,56.5,49.5
9.663,30.8,132,56.6,51.8
9.38,26.3,131.7,55.3,53.9
11.673,43.4,148.5,66.2,55.2
10.863,57.9,145.8,88.6,54.4
11.191,36.2,141.9,59.4,54.8
11.246,37.7,141,61.1,54.4
11.641,35.2,144.5,63,54.8
10.805,37.5,140,61.5,55.2
6.671,21.4,117.7,51.3,50.4
6.268,22.6,117,53.9,53.3
8.663,31.5,125.4,64.3,51.7
8.572,24.4,126.5,54.6,50.3
7.98,23.8,123,56.2,53
7.98,27.3,128.5,54.8,50
7.89,38.5,134.2,64.4,53.1
6.309,21.2,116.4,49.5,51.2
6.501,22.9,119.3,54.7,50.4
9.498,30.5,137.4,58.1,51.2
9.476,28,129.7,57.6,52.3
9.427,35.6,143.3,59,58.2
9.986,34.9,142.5,61.2,52.9
10.602,32.1,138.7,56.9,52.9
10.312,25.4,132.9,54,51.1
10.627,34.1,144.4,60.1,51.7
10.402,32.3,138.1,56.7,51.7
6.739,19.8,119.5,48.9,48.8
5.972,20.4,113.7,52.6,50
7.945,27.9,125.4,57.7,52
8.534,35.1,132.2,66.8,53
8.227,25.7,132.7,53.6,52.8
8.654,29.3,131.6,56.9,54
6.709,17.4,108.9,49.2,50.2
7.158,24.9,127.3,55.6,51.8
7.254,40.5,125,78.9,53.2
9.254,30.4,127.6,62.2,51.4
9.101,27.1,133.9,55.9,52.4
10.032,40.7,145.2,67.5,53.9
10.032,27.8,136.6,53.9,53.4
10.38,30.1,133.9,55.8,53.7
7.26,26.3,122.8,57.5,52.3
7.109,23.6,124.3,56.6,52.9
7.109,22.2,121.2,50.9,49.1
7.408,21.2,117.2,51.7,51
9.339,37,138.4,62.4,52.1
5.893,20,114.7,52.2,49.3
