age,weight,height,waist_circum,head_circum
5.917,18.4,115,48.4,50.4
6.104,21.9,116.9,53.4,51.1
9.402,27.7,128,52.9,50
8.89,26.6,128.4,54.4,52.9
9.109,33,142.2,59.6,53.3
8.797,27.8,129.4,57,51.6
9.224,28.8,134.5,55.2,52.7
7.068,36,133.2,68.3,52
7.534,20.9,118.3,51.5,49.5
6.767,21.3,117.6,55.5,51.2
7.657,35,128.5,65.7,56.2
7.29,23,119.2,55.9,50.7
7.331,25.6,121.6,57.1,53.6
8.86,23.4,128.9,48.7,50.6
9.484,26.7,138.4,65.9,52.5
7.216,25.5,127.9,52.7,54
6.49,18.8,119.2,50.2,51
8.178,30.4,135.2,57.2,56.8
7.939,25,127.5,55.2,51.9
10.805,37,143.4,67.5,52.9
12.156,40.6,148,63.3,54.2
13.172,40.1,149.6,65.3,54.5
6.391,22,118.5,54.3,51.2
6.621,19.4,118.6,50.6,48.7
6.657,24.6,125,52.5,53.8
15.238,55.7,170.2,68.3,57.2
15.254,60,170.6,75.6,56.1
16.78,53.2,171.6,66,54.1
15.169,55.6,167.3,70.8,56.2
14.558,73.5,169,88.1,55.3
15.334,57.3,172.4,69.2,54.7
14.95,54.8,174.6,65.1,57.9
18.065,61,183.6,70.8,57.9
10.194,25,133.8,53.5,49.6
10.449,35.2,140.6,65.3,52.7
10.413,34.1,133.1,68.9,53.3
17.698,68.7,175.4,78,57.7
8.399,34.3,134.4,59.5,52.9
8.265,32.8,139.3,55.9,54.8
8.849,28.3,139.5,55.4,51.9
8.753,22,120.9,50.1,48.6
9.326,22.3,125.8,53.2,53.8
11.268,39.2,147.3,63.5,52.8
11.358,41.4,140.6,68.7,55.1
9.616,26.3,131.7,55.1,51.7
12.202,31.8,142.8,61.5,52
9.378,34,140.7,63.5,52.9
11.082,34.8,141.2,63.1,53.6
11.079,30.5,141.6,57.2,53.2
7.712,33.3,130.9,62.5,53.9
13.517,51.9,161.1,75.3,56.7
12.386,38.8,150.1,60.5,53.8
12.498,42,157.2,63.2,53.6
13.619,46.3,152.2,63.4,55.9
12.879,42.9,158.6,66.9,52.8
13.183,37.4,147.4,64.4,51.6
13.32,51.4,155,70.8,55.6
12.772,52.2,158.3,67,55.7
12.865,49.8,162.5,69.3,55.6
13.41,40,154.7,61.9,55.9
13.569,55.6,164.7,69.4,53.2
11.884,64.9,156.7,84.3,55.3
12.589,39.2,147.6,66.5,53.4
12.265,36.6,149.2,59.7,51.8
12.761,34.6,147.5,57,52.8
13.964,45.2,154.2,66,53.7
13.556,40.4,156.4,59.8,55.4
12.578,34.1,150,57,53.1
12.904,44,156,63.4,52.4
12.347,39.1,152.7,64.5,56
13.663,56.6,159.9,72.3,55.8
12.402,54,155.6,73,57.4
14.038,43.4,159.8,64,54.5
14.205,47.9,163.9,64.2,53.3
15.147,79.6,170.8,80.5,56.5
15.082,53.3,166.2,65,55.7
11.389,30.6,141.4,56.4,55.6
13.232,45.5,163.1,65.7,57.8
14.449,41.9,158.7,62.2,54.2
16.126,75.7,181.8,77.4,58.5
17.635,80.2,178.3,84.8,56.9
16.947,54.8,162.2,69.5,53.5
16.739,66.2,183.2,71.7,58
18.315,93.6,179.4,89.3,59.3
16.698,65.9,176.1,75.9,56.4
15.989,74.3,169.5,83.2,56.5
16.879,67.6,177.6,76.6,56.9
18.134,79.9,168.1,91.1,55.7
18.72,80.7,186.4,85.4,58.3
18.049,52.8,160.6,68.8,54
9.15,27.6,137.8,58,52.3
8.432,22,124.8,49.4,49.4
6.506,21.9,118.7,49.7,50.3
6.169,17.9,112.7,50.6,50.6
10.912,25,134.7,52.8,49.4
11.257,31.7,144.8,57.5,50.4
11.282,39.3,147,65.7,52.8
11.309,29.5,137.3,59.6,51.2
11.419,38.1,154.4,58.7,53
12.304,38.4,157.2,61.8,55.5
13.008,44.6,150,66,55.1
14.402,46.8,150.5,69.9,54.1
12.706,43.2,151.5,61.2,51.4
12.279,44.1,155.2,63.9,54.9
12.189,36.7,147.8,61.3,51.4
11.676,35,141.7,61.1,51.6
12.961,40.3,155.1,62.9,51.1
13.139,43,154.6,67.4,53.3
12.794,48.3,153.9,64.9,54.5
12.747,54,165.6,68.2,51.6
12.873,34.5,150,64.8,52.2
14.583,54,169.2,70,51.6
13.706,52.6,169.7,75.3,53.1
13.671,62.8,168.1,78,54.4
12.139,54.9,159.5,70.2,53
11.731,35.5,140.9,66.2,52.7
14.419,37.3,148.4,58,51.4
12.78,52.3,150.2,75.5,53.6
12.498,45.2,160,65.3,53.6
12.441,35.7,146.7,58.6,53.2
12.115,45.9,153.7,61.1,53.9
12.663,47.7,159.7,63.4,57.2
12.178,52.7,154,73.1,54.2
14.353,67.4,168.1,81.4,53.8
12.101,36.5,153.3,59.2,53
14.024,51.1,161.1,74.8,53.9
11.742,32.4,136.3,55.5,52.4
11.917,43.3,145.1,64.9,52.9
12.682,39.2,146.6,63.4,53.1
12.627,43.3,156.9,65.6,54.2
12.676,54.6,158.4,77.1,54.6
13.621,43,157.3,62.9,53.2
14.682,61.7,169.6,80.1,55.1
12.572,37.4,146.9,66.2,52.4
14.561,58.8,157.8,75.1,53
12.824,50.8,159.9,71.4,52.1
13.041,47.2,154,71.8,54.9
13.649,41.4,168.4,62.9,52.1
12.728,33.7,145.6,58.6,51.7
12.161,37.4,154.2,62.2,54.6
12.057,35.4,148.6,58,52.6
13.589,39.4,144.6,62.1,52.8
12.723,46.8,151,72.1,53.2
6.704,27.5,125,55.2,53.3
7.38,21.8,125.5,49.6,50.8
7.21,21.5,118.8,54.1,51.4
7.597,21.8,124.8,46.2,53.7
7.857,29.8,136.3,57.6,53.4
7.493,23.2,116.1,56,50.3
8.402,22.7,122.9,54.9,49.4
8.665,19.6,120,49.1,48
8.698,22.8,122.5,51.3,51.7
9.076,23.5,128.4,52.7,49.9
8.802,21.2,120.3,51.6,50.7
9.356,39,142.2,65.1,54.8
8.961,25.9,134,51.7,50.2
9.024,29.7,127.1,58.6,52.8
9.778,27.9,127,55.4,52.6
10.356,33.8,148.6,59.4,53.6
9.731,36.3,133.5,67.1,52.8
10.087,41.4,139.8,69.7,53.4
6.871,19.2,116.3,47.9,52.2
11.536,34.4,145.2,62.5,53.2
11.243,32.1,142.6,56.3,52.1
6.15,25.3,124.6,52.6,53.9
5.887,17,107.4,49.9,49.8
9.624,39,139.3,68.7,54
15.435,71.4,183.6,74.8,57.2
14.991,47.5,158.8,69.2,53.9
14.583,46.5,164.4,61,57.7
13.556,55.9,159.1,69.1,53.9
14.123,43.5,147.6,70.9,55.9
13.284,35.7,146.1,60.5,52.2
13.649,48.4,151,74.7,53.8
14.857,65.5,171.9,70.4,55.4
15.402,50.4,168.8,68.6,51.9
14.901,69.5,176.1,73.4,55.5
15.18,65.5,177.4,70.7,57.4
15.186,62.5,177.6,74.7,54.9
14.265,58.6,161.9,76.4,53.5
12.841,36.7,143.8,61.7,52.6
14.953,59.9,166.5,73.6,56.2
14.397,67,172.5,71,57.9
5.191,19.8,110.7,54.7,50.2
4.613,20.8,107.5,56.7,50.8
4.786,18.7,105.8,49,50.3
4.926,17.5,108.7,46,48.6
4.635,14,99.6,49.5,48.8
4.926,19.1,108.4,49.4,49.4
4.09,16.3,105.2,48.1,50.3
3.643,15.5,99.1,50.4,49.5
3.6,17,100.6,52.8,51.7
3.049,14.3,95.1,50,50.4
3.602,13.3,92.7,47,48.9
5.523,15.2,101.8,49.1,49.4
4.263,17.5,106.5,48.7,50
6.279,20.8,116.4,48.8,49.6
5.202,20.8,112.2,56.9,51.2
5.383,18.8,111.4,48,47.6
3.12,14.5,94.4,47.4,48.5
3.641,13.8,98.9,43.5,47.2
3.794,12,93.6,42.8,46.2
2.66,12,89.5,44.3,45.2
5.81,20,112.4,51.3,51.7
5.682,16.7,105.8,50.8,48.2
5.594,19.4,116.5,50.8,51.4
4.972,18.2,108.7,48,50.2
5.032,17.2,108.3,46.9,52.3
3.526,14.7,94.6,46.8,48.7
4.399,16.5,101.9,47.9,51
4.238,21.8,110.6,54.2,52.1
3.087,15.2,92.9,53.2,50.2
3.547,13.2,96.1,45.9,50.8
2.923,13.1,97.2,44.7,48.1
6.438,21.4,117,53.4,52.6
5.156,20.9,109.7,53.1,50.6
4.298,18,109.2,48.4,50.6
4.797,19.7,109.9,51.7,50.6
5.882,15.6,104.9,45.1,48.8
4.646,14.1,96.5,45,49.8
4.761,17.8,104.6,50.8,51.4
4.821,18.8,109.3,51.5,52
3.641,13.2,98.7,46.1,49.9
4.887,17.1,101.7,48.2,47.1
2.665,13.9,89.3,49.2,49.5
6.764,21,114.7,53.3,51.1
7.005,21,112.4,54,50.2
5.687,15.3,103.3,48.2,49.6
8.536,25.1,129.8,52.3,53.5
5.038,18.9,110.4,51.1,50.8
5.161,16.3,103.4,46.8,49.9
4.093,15.9,99.5,46,50
4.013,17.6,103.5,52,54.4
5.013,16.3,104.5,48.6,50
5.854,22.2,118.7,51.6,54
4.863,17.8,107.6,47.7,50
11.843,32.2,138.7,58.2,52.8
11.942,35.6,147.8,57.8,53.3
10.567,42.9,143.6,66.5,54.3
10.991,40,141.4,66.4,51.2
11.476,29.1,140.2,55.4,50.4
10.665,30.3,131.5,59.3,56.3
11.279,30.1,135.1,57.2,51.6
11.194,27.4,138.7,55.1,52.3
11.427,32.8,137.6,62.3,53.8
6.468,21.8,116.4,51.6,51.5
6.465,20.3,117.5,49.7,51
12.441,31.9,143.4,54.6,54.3
6.879,22.2,115.4,50.9,52.7
9.849,25.7,130.1,55,54
9.515,26.6,125.9,55.8,53.1
9.03,24,129,52.5,50.4
10.879,31.5,133,60.1,52.9
9.301,28.8,128.2,56.1,50.1
8.769,32.8,136.5,60.1,54
10.69,41.7,153.3,69,53.8
11.454,42,154.4,64,55.1
11.312,41.5,145.4,70.9,53.1
10.81,56.8,152.8,86.1,54.4
11.216,34.4,141.3,59.1,53.5
11.027,32,144.4,58.2,51
9.03,26.8,133.2,53.6,49.9
7.021,25.6,124.9,58.5,52.4
8.663,36.9,137.3,70.2,54.3
5.884,16.9,107.7,47,51.1
6.309,21.3,121.7,51,52.8
6.671,22.5,116.9,56,50.9
6.917,18.9,115.6,49,52.3
7.241,21.7,116.9,56.5,51.4
9.21,32.7,139.6,62.4,52.2
8.967,20,125.2,51.2,49.9
8.142,28.8,128.7,57.1,53.2
6.306,20,115.2,52.6,50.4
5.802,23.4,121.3,53.4,51.1
5.772,16.3,107.9,45.4,49.5
8.936,30.4,137.4,60.4,54.6
9.364,34.8,136.3,69.1,51.8
11.249,39.3,144.5,63.9,53.1
11.235,38.9,151.5,66,53.6
10.69,33.4,136.9,62,53
10.032,41.3,131.8,72.6,53.8
9.989,22.6,130.1,56.4,51.4
9.956,26.1,138.6,52,52.4
9.813,27.4,135.6,61.6,54.2
10.32,29,136.1,53.8,51.9
10.147,27.8,131.3,54.2,52.9
7.873,29.2,129.9,55.5,54.6
9.345,28.3,129.8,58.2,51.2
7.668,20.9,120.6,54.9,51
6.926,21.8,125.9,50.3,51
7.243,24,125.4,58.5,53.7
6.728,22.8,120.8,54.9,50.2
8.213,34.4,131.8,69.8,55.3
10.904,35.3,142.1,59.5,56.2
7.975,25.2,127.5,55.5,50.8
4.082,16.3,101.9,51,50.8
3.917,15.6,100.2,49.1,50.3
5.438,15.4,102.4,49.6,50.3
4.704,16.2,107.4,45.9,50.7
7.326,21.2,119.5,54.2,51.2
8.632,37.7,140.6,71.1,54.1
5.8,26.2,118.1,62.8,51.7
6.627,21.3,118.2,53.9,50.1
2.402,15.3,88.1,53.1,48.2
2.539,14.7,93.5,50.5,49.8
3.243,12.5,90.9,45.3,50.1
4.197,17.9,103.8,52.8,50.4
4.432,13.2,99.9,45.9,49.6
3.893,16.1,102.2,47.9,49.8
4.087,15.7,94.9,48.9,50.5
2.61,14.6,93,50.5,48.8
2.493,13.7,92.6,45,49.7
5.104,16.3,105,51.8,51.5
5.797,18.4,111.4,48.4,49.3
4.898,15.7,98.2,51.7,50.6
5.797,22,116.6,56.9,52.2
4.413,13,95.7,46.8,49.7
4.336,13,96.7,44.4,47.3
5.216,17.8,112,49.2,52.8
3.8,16.3,101.3,50.1,50.3
2.75,16.4,97.2,51.4,51.6
3.027,14.8,94.9,48.2,47.7
13.463,42.1,155.3,63.6,54.8
14.424,73.2,169.6,82.5,56.4
14.323,60.1,172.4,69.7,57.1
15.09,49.9,172.2,63.1,55.6
13.394,41.8,159,63.4,54.6
13.561,41,145.4,66.6,53.4
16.843,70.7,180.8,76.5,57.9
16.619,55.1,176.5,71.5,53.1
16.112,59.6,163.2,78,55.7
14.232,71.1,159.2,89.7,57.2
11.284,44.2,140.9,75.1,54
14.673,50.7,163.7,70.5,56.4
16.424,60.9,174.3,77.9,57.2
17.049,69.6,180.3,77.8,55.3
17.342,51.8,158.4,69.8,57.4
17.717,74.8,185.3,76.3,57.9
16.235,59.7,169.5,71,54.2
15.161,52.1,158.7,71,54.7
15.378,63.4,174.3,74.8,56.6
15.632,71,177.4,80.7,58
12.304,68.6,172.4,81.3,58.4
15.446,105,175.4,109.4,58.1
15.082,64.3,173.6,73.4,54.8
16.035,67.8,175.4,82.6,56.1
14.241,70.2,169.1,90.9,56.7
15.238,62.1,168.6,80.2,54
15.21,57.6,166.9,72.7,55.7
12.068,46.4,145.4,77.1,54.1
14.676,35.6,149.6,59.7,54.1
12.506,37.8,146.3,63.7,53.4
12.21,51.2,160.5,69.9,55.3
12.454,45.8,157.1,67.1,51.4
11.597,39,146.6,64.9,57.7
13.221,58.5,164.5,80.6,53.9
13.46,69.4,164.6,85.3,54.9
11.378,38.4,146.2,62.4,52.5
15.005,58.8,176.3,68.6,56.3
16.32,70.8,183.1,72.9,56.4
17.871,83.2,193.1,81.5,58
11.942,31.5,137.5,60.6,54
12.082,42.7,151.1,65.7,54.8
12.638,38.8,143.2,61.6,53.5
10.997,29.8,139.8,56.4,51
12.465,47.1,160,63.7,53.5
7.01,21.8,123,52.8,51.9
11.739,51.1,151.8,68.4,53.5
12.898,36.8,148,62.5,54.7
10.838,44.1,145,72.5,55.3
14.123,39,144.4,68.6,51.3
12.704,33.7,145.1,62.3,53.7
12.383,49.3,160.1,67.9,53.3
13.038,48.3,162.2,65.2,53.8
12.726,43.8,157.6,63.2,52.5
13.15,47.3,153.5,65,53.6
13.054,40.6,151.5,61.9,53.2
12.367,37.8,145.8,60.3,53.6
11.912,47.1,145.7,74.5,53.9
12.841,44.9,153.8,67,52
12.857,46.2,164.5,67.7,53.5
13.09,39.6,151,65.7,52.2
12.931,57.5,162.4,69.2,54.5
13.013,46.6,156.8,70.6,54.9
12.983,45.3,157.8,64.3,52.9
15.079,56.7,159.6,71.6,55
14.315,48.8,156.1,68,53
14.019,44.8,160.7,61.5,53.8
14.115,52.7,165.2,67.5,53.8
14.186,49.2,163.1,62.1,55.6
13.569,39.7,155.2,60.6,52.9
13.701,52.9,158.7,70.4,54.9
13.972,49.3,164.4,72.6,54.4
13.797,40.8,158.9,62.7,54.6
13.558,38.4,135.4,71.9,50.8
13.753,62.2,167.5,71.7,54
13.55,54.4,162.8,74,54.1
13.873,45,161,62.3,53.3
15.331,50,154,63.7,53.1
13.279,44.9,150.1,62.3,53.9
13.158,52.7,165.1,71,54.3
13.252,50,158.5,63.7,53.3
14.306,60,171.7,70.7,55.2
13.761,57.5,159.3,72.8,52.1
14.049,45.6,159.6,63.3,54.9
14.191,60,162.5,71.2,54.5
14.531,60,162.7,77.7,54
14.394,42.1,157.6,58.8,54.3
12.887,40.9,150.5,63.3,53.9
12.852,45.3,157.2,64.8,53.2
12.531,54.2,149.4,76.1,51.5
12.947,37,149.3,56.9,50.4
14.013,43.5,152.6,67.9,53
14.463,54.2,167.3,67,54.7
13.712,58.8,158.3,75.2,55.3
12.991,43.9,151.3,65.8,52.6
13.32,42.5,153.5,69.5,53.5
12.731,45.2,154.2,66.8,52.9
13.969,40.9,158.3,61.3,57.3
14.427,57.7,174.4,74.8,54.5
13.46,36.7,153,60.4,53.5
14.504,54,165.3,70.5,54.7
15.542,47.8,169.5,67.9,53.4
14.18,69.7,174.3,80.4,56.3
14.263,59.6,173.4,68.8,56.7
14.608,65.6,173.8,74.2,54.5
13.904,51.1,165,66.5,55.9
13.427,65.8,169.2,76.4,55.4
12.627,50.6,160.8,69.2,55.5
13.128,52.4,152.5,73.2,53.9
14.095,48.6,164.5,66.3,52.3
12.632,37.9,154.1,59.7,54.6
13.778,55.1,164.9,68,54.3
14.263,52.7,170,70.2,53.2
13.75,41.4,157.6,59,53.9
13.591,55.8,170,70.2,56
13.608,49.8,165.6,61.3,53.3
13.315,46.7,151.1,65.8,52.7
12.553,46.9,152.9,68.4,54.8
12.786,42.9,149.9,66.8,56.8
13.408,48.6,154.6,75.7,56.7
12.802,51,151.2,79.4,51.8
13.832,37.8,149.3,63.1,54.8
13.043,48.6,167.1,64,54.8
13.178,56.4,169.1,69.9,54.6
15.687,79,178.2,86.5,58.5
15.421,56.7,170.7,68.4,54
13.471,37.2,142.9,63.5,53.8
11.495,43.1,148.6,70.6,55.2
11.778,41.2,147.5,67.3,53.1
10.873,28.7,140.5,57,52.6
12.41,39.8,149.2,64.4,55
11.246,28.5,134.5,53.8,50.9
11.841,29.3,141.7,53.9,51.3
12.495,43.5,147.1,67.4,52.2
16.427,59.8,164.4,68.7,56.3
12.38,39.2,148.3,60.9,54.5
12.265,50.8,152.2,73.2,55.4
16.917,64.6,159.2,77.5,54.9
12.912,59.8,164.6,76.2,55.2
10.778,39.6,150.8,63.1,52.1
10.21,36.6,149.6,63,54.9
10.317,51.6,148.1,76.3,55.4
10.312,27.9,139,53.3,53.9
9.978,33.1,135.4,64.1,51.4
9.389,39.8,137.1,66.5,52.2
7.972,24.6,119.6,56.3,52.9
11.216,32.7,134.3,63.2,53.3
11.01,30.9,141,59.3,53.6
11.652,34.1,136.9,61.5,50.9
11.199,36.7,151.1,60.8,51.8
10.89,31.7,142.6,58,51.9
10.95,41.8,144.2,64.6,54.7
11.008,32.4,137.5,61.4,54.5
10.893,31.7,136.3,59.1,54.2
10.375,44.9,138.1,83.2,56.1
8.29,28.8,129.5,58.7,52.7
4.772,16.1,105.3,50.5,49.6
7.284,23.5,126.3,53.1,53.3
11.315,27.3,144.2,53,51.6
10.539,38.2,144.5,66.3,52.2
12.098,29.5,139.7,59.3,53.1
13.068,56.6,170.3,72,55.3
14.413,60.9,162.4,70.8,58.6
10.816,35.1,140.4,62.5,52.1
13.175,53.2,157.7,71.6,56.3
15.394,46.9,161.2,65.8,56.3
12.052,34.8,148.9,58.1,50
12.342,40.8,154.1,60.9,52.3
10.906,38.3,138.5,62.9,53.4
7.054,22.4,120,55,53.8
11.093,55.8,152.7,79.2,52.1
12.808,56.4,156,76.7,54.5
11.816,59.5,150.8,84.3,53.7
16.632,65.1,163.9,73.8,54.6
13.147,38.9,147.3,61.7,51.9
12.928,42.1,155.9,61.2,53
15.86,64.2,185.2,71.8,57.7
15.254,42.5,159.5,66.6,54.1
16.101,53,173.6,66.3,53.8
17.208,78.8,177,94.1,55.8
17.254,80.5,181.2,88.9,58
15.438,76.7,175.9,81.8,54.8
16.336,55,169.4,69.5,54.1
15.991,49.6,166.9,66.3,54.4
16.643,84.1,173.2,86.8,55.1
15.865,65.2,159.5,85.5,52.8
16.945,58,171.8,68.6,55.8
16.35,84.1,172.4,92,58.7
16.972,89.2,184.4,90.3,58.1
5.772,17.2,107.6,50.6,48.7
8.687,26.9,128.2,57.9,52.4
3.841,17.2,99.4,51.7,50
3.273,15.2,97.1,49.9,49.7
4.726,22.9,114.8,54.7,51.9
4.224,18.4,105.8,52.7,52.3
5.205,17.4,109.5,49.2,52.8
3.315,14.8,96.3,50.4,51
7.35,24.2,124.7,55,54.6
6.287,21.4,117.4,54,51.7
3.21,14.1,94.7,48.3,50.7
5.232,21,115.6,52.7,50.8
5.232,20,109.7,47.8,52
2.575,14.8,95.1,48.7,48.3
6.082,17.9,112.9,47.1,49.8
4.317,19.2,105.2,51.9,51.4
4.706,22.1,111.5,53.1,52.9
4.986,18.8,109.7,52.2,53.6
2.838,12.2,88.4,43.7,49.3
2.52,10.5,87.5,44.5,46.4
2.084,12.1,89.9,47.2,49.6
4.726,17.3,103.9,47.1,51.4
4.835,15.4,104.5,46.2,48.2
3.619,14.6,96.8,44.6,47.3
3.893,14.2,98.7,44.7,49.4
3.665,16.8,97.1,48.2,50.1
5.057,20,109.1,51,52.2
6.249,16.8,113,48.9,48
4.487,16,101.5,46.2,49.2
4.756,14,98.4,43.7,48.6
4.197,18.8,108.9,50.5,51
5.509,19.5,109.5,52.7,53.7
4.564,15.3,99.5,49.2,50.8
2.23,12.9,88.1,45.9,48.5
3.315,14.6,93,50,51.6
2.342,12.2,88.5,44.8,48
2.542,14,93.1,46.1,49.4
3.199,12.9,93.4,42.1,49.3
4.69,13.8,100.8,46.3,48.7
4.8,16.5,109.6,45.9,49.9
3.142,15.5,97.6,51.4,47.2
3.052,16.6,100.4,52.5,48.4
2.057,11.9,85.5,45.7,47.9
5.279,16.4,106.1,48.9,48.6
3.172,13.6,94.6,44.2,47.6
3.624,12.9,94.3,43,48.8
5.158,20.4,113.2,52.6,50.1
4.865,16.1,103.2,45.7,50.1
4.668,15.6,108.1,47.6,51.5
3.454,14.4,97.8,49.5,49.9
5.117,23,115.3,57.8,50.4
5.83,19,111.2,48.3,51.7
3.728,19.3,104.3,55.6,50.3
5.805,21.4,114.3,52.3,52.3
5.854,17.7,109.4,48.8,48.3
7.956,21.4,121.7,53.1,50.7
4.978,15.9,104.1,44.4,48.2
3.843,15.4,99.3,47.9,50.2
3.882,13.6,95,46.2,51
3.882,14,95.9,48.3,51.9
3.917,15.1,98.8,49.1,49.6
4.687,17,109,48.1,50.5
5.471,19.8,113.8,52.1,51
2.482,12,88.9,42.1,49.4
2.12,12.9,87.2,47.9,50.4
6.249,20.8,111.8,50.2,52
4.827,20,109.4,51,50.7
4.493,15.2,105.1,46.9,49.4
3.123,13.2,90.3,46.4,48.4
3.75,14.1,97.5,46.1,47.2
2.827,13.7,93.2,46.3,48.9
3.572,14.8,93.6,48.7,50.7
2.745,10.1,86.6,43.8,46.9
4.901,18.2,106.8,52,50.4
8.005,24.1,123.4,55.3,53.3
4.58,15.1,102.1,44.6,48.1
4.438,16.3,107.7,48.7,49.2
6.367,17.8,118.6,47.1,49.6
5.621,19.2,107.9,51.2,49.3
4.704,20.1,108.6,57.4,52.8
4.131,17.8,100.8,50.6,49.7
5.12,21.7,114.9,53.1,51.2
5.342,20.7,112.1,52.9,51.9
5.495,18.1,110.8,46.8,48.9